Training Loss,Training Accuracy,Test Accuracy
2.3048731502098367,0.137024,0.13708
2.275689390641225,0.170608,0.18616000000000002
2.236300009715406,0.208432,0.20994000000000002
2.1573369231405133,0.244672,0.24101999999999996
2.0782691689986215,0.24139999999999998,0.24175999999999997
2.0324480274055583,0.282576,0.28354
2.0009155321724816,0.25271600000000005,0.26461999999999997
1.9542327784284752,0.25717999999999996,0.26704
1.941571887535385,0.298308,0.31614000000000003
1.9052714553060413,0.32823199999999997,0.33896000000000004
1.8847515733936164,0.329076,0.34526
1.8592660565919514,0.348496,0.36546
1.845822174941437,0.338544,0.35448
1.8219722868521004,0.33883199999999997,0.3516
1.8140124284768409,0.355272,0.3702
1.7922729468043848,0.354012,0.3690000000000001
1.7767747009856791,0.349568,0.364
1.7560420507117163,0.35594400000000004,0.371
1.7531956757171245,0.37439999999999996,0.38646
1.755198867411553,0.360216,0.37408
1.720748344855972,0.38826,0.4015000000000001
1.7254863714870021,0.369312,0.38166
1.7082634853411323,0.37222,0.38466
1.6947332309771186,0.376068,0.38791999999999993
1.6968172495878193,0.40418400000000004,0.4128
1.6750495862357226,0.38177199999999994,0.39105999999999996
1.663822415508801,0.39976,0.40973999999999994
1.6691386959220786,0.39635999999999993,0.40734000000000004
1.6564521934412701,0.411428,0.42336
1.647516557234752,0.401548,0.40937999999999997
1.6354699412478675,0.40735200000000005,0.41778000000000004
1.6379054697254036,0.407704,0.41484
1.617951968953579,0.409516,0.41844000000000003
1.6051740416997597,0.4119400000000001,0.41616
1.602416652969167,0.4285799999999999,0.43208
1.5993553028831,0.42570399999999997,0.42912
1.5951790906205965,0.415528,0.41988000000000003
1.5746457944942425,0.436228,0.43900000000000006
1.567169200317769,0.433612,0.43784
1.5718937270248996,0.44333999999999996,0.44392000000000004
1.5613606839240355,0.4355840000000001,0.43936000000000003
1.5450055315524713,0.43833200000000005,0.43854
1.5439258382290222,0.43254400000000004,0.43492
1.542251731775984,0.42451999999999995,0.42923999999999995
1.5280095233192927,0.450596,0.44719999999999993
1.5258935047101372,0.435612,0.43390000000000006
1.5274260170852079,0.466164,0.46281999999999995
1.507925934127615,0.46642400000000006,0.46508000000000005
1.4969345467000073,0.474568,0.47084000000000004
1.5128556541249722,0.467124,0.46528
1.4877167291279076,0.43010000000000004,0.43351999999999996
1.5009179236013672,0.473164,0.47002000000000005
1.4771162672887876,0.48234400000000005,0.4767
1.4845048469833175,0.4647,0.46159999999999995
1.4752420401271389,0.475796,0.46980000000000005
1.4546225185635726,0.46496000000000004,0.46376
1.4678923353364195,0.471804,0.46384
1.4492394242105606,0.479528,0.47169999999999995
1.4578202054470402,0.49166,0.4835
1.444516808473611,0.465648,0.46221999999999996
1.4339991859242887,0.48179599999999995,0.4718
1.4309191377857065,0.480692,0.47429999999999994
1.4367005251630955,0.498512,0.49083999999999994
1.4116335204884973,0.4898079999999999,0.48254
1.4157351542122756,0.483124,0.47318
1.4165542095522337,0.49021600000000004,0.48258
1.4101574125169203,0.5033040000000001,0.49246
1.4038753340515908,0.5028400000000001,0.49345999999999995
1.392865424820139,0.49702799999999997,0.48579999999999995
1.4015370574178574,0.48456399999999994,0.47553999999999996
1.3775746454166458,0.49702399999999997,0.48245999999999994
1.3828477702563324,0.508788,0.49796000000000007
1.376566862758202,0.501684,0.48671999999999993
1.3816142915170404,0.509868,0.49842000000000003
1.3610278129577642,0.522052,0.5051
1.3640813634365423,0.5268999999999999,0.51056
1.3480102708068078,0.532448,0.5160199999999999
1.3641419000263455,0.522588,0.50454
1.3425743597972242,0.504668,0.49295999999999995
1.3460757086548625,0.527804,0.5130600000000001
1.3379742091215108,0.503376,0.48952
1.3527565412883513,0.5278039999999999,0.51174
1.3355628194688243,0.5234,0.50434
1.337848787669894,0.525296,0.50712
1.3012732662732087,0.53298,0.5148199999999999
1.3115790548203872,0.526108,0.508
1.3172631879396084,0.5417759999999999,0.5225
1.322961104670657,0.533656,0.51386
1.30830344429499,0.5311239999999999,0.5099600000000001
1.3044608140293554,0.5421799999999999,0.5179400000000001
1.3018536084814916,0.511584,0.49458
1.2923615829854072,0.5345799999999999,0.5144200000000001
1.305344702322272,0.529936,0.51016
1.2755934268613407,0.547908,0.5235199999999999
1.2691500422320785,0.5566679999999999,0.5320199999999999
1.2887168425547926,0.535792,0.51476
1.2817120020902615,0.523768,0.50132
1.2639766258529472,0.544288,0.51856
1.2750724068170862,0.55598,0.5265799999999998
1.256970301760903,0.552196,0.52494
1.2667160842992082,0.55658,0.52954
1.2599878745742992,0.5406160000000001,0.5156599999999999
1.2523838453655003,0.5605439999999999,0.53332
1.2384352865098405,0.5499080000000001,0.5239400000000001
1.2563575334186792,0.579836,0.5471999999999999
1.240350334553779,0.561804,0.5330600000000001
1.2353045113479042,0.567268,0.53354
1.2358255000054086,0.5617639999999999,0.5337799999999999
1.2331680913514729,0.56682,0.5351199999999999
1.2117380480223057,0.560848,0.5291399999999999
1.2273313474051564,0.5641200000000001,0.53312
1.2268070727963993,0.574024,0.54268
1.2098096883749656,0.5700759999999999,0.5383
1.208881312985963,0.5750080000000001,0.5408799999999999
1.2055223851264274,0.567984,0.5351600000000001
1.1977931650379037,0.5709959999999998,0.5367200000000001
1.2024401507800138,0.565388,0.53472
1.1826312946367865,0.574616,0.53872
1.1947337645518623,0.5729599999999999,0.5368799999999999
1.1865717223927943,0.588908,0.5491400000000001
1.1838903185687484,0.5858320000000001,0.5496800000000001
1.1669488761998428,0.577316,0.54128
1.18248958829083,0.581256,0.5452600000000001
1.1734443036815791,0.587836,0.54874
1.1614774402183823,0.580224,0.54082
1.1761762377582017,0.555156,0.51872
1.1647257816942433,0.5929679999999999,0.55058
1.1482415851158436,0.5973919999999999,0.55338
1.1675663428970529,0.599136,0.55496
1.1506313106681727,0.6191319999999999,0.57348
1.1344353905206999,0.5901200000000001,0.54722
1.144954021067559,0.599584,0.5546599999999999
1.1272551548631884,0.5952279999999999,0.5523999999999999
1.1343123001388355,0.589296,0.5466599999999999
1.126737374897245,0.577792,0.5394
1.1247328577162345,0.595372,0.5510599999999999
1.1182143766668773,0.5826960000000001,0.53852
1.1201012768322909,0.59236,0.54954
1.1156597378887707,0.6151920000000001,0.56702
1.1275140834760058,0.6166280000000001,0.5678799999999999
1.101051099994515,0.5987199999999999,0.5522199999999999
1.0990068990972972,0.604612,0.55304
1.0904500792298142,0.595208,0.5480600000000001
1.1106000550185575,0.612052,0.55932
1.092231423341775,0.591512,0.54868
1.0793144431295276,0.62314,0.57184
1.0906150781655612,0.592888,0.54264
1.0840889725504046,0.6198080000000001,0.56606
1.073772594596766,0.59798,0.54588
1.0806353098229518,0.6123000000000001,0.56172
1.0728444220144537,0.619016,0.56374
1.0608119071284428,0.62556,0.56884
1.0695452098604998,0.6083399999999999,0.55606
1.0788274233854271,0.611332,0.55684
1.0488860516608516,0.639864,0.57822
1.0549635114549083,0.633912,0.5749
1.0574322471135778,0.626604,0.5702999999999999
1.0475595691536044,0.6439160000000002,0.58082
1.0523403698884988,0.6360680000000001,0.57576
1.030695270586617,0.6422640000000001,0.57826
1.0422694544248943,0.641176,0.57614
1.0355577203291886,0.625388,0.564
1.0222292103344877,0.6261,0.5651
1.017216106607944,0.67114,0.5961000000000001
1.0407373404201077,0.6432559999999999,0.57394
1.0174624756921697,0.6355479999999999,0.57178
1.009259596957436,0.638308,0.57138
0.9932018183454682,0.648848,0.58186
1.0055461859401271,0.663532,0.5894199999999999
1.0060154890712305,0.6164080000000001,0.55384
0.9806038264986836,0.655164,0.58468
0.9957370287255397,0.6498520000000001,0.57756
0.9853951937035671,0.640016,0.57214
1.0057794329486318,0.647228,0.5748800000000001
0.9751188845574099,0.649108,0.5781799999999999
0.9829759271838997,0.638916,0.57066
0.9876932639109938,0.6634119999999999,0.59056
0.9797106610068792,0.655248,0.57938
0.9750114839288253,0.660124,0.58456
0.9516501318050339,0.6827599999999999,0.59836
0.9778416995760761,0.637244,0.56684
0.9557183434691612,0.669424,0.58972
0.9609621953360644,0.6644120000000001,0.58524
0.9608015531226056,0.641364,0.56794
0.9365807315971278,0.671652,0.58868
0.9620929428293739,0.666388,0.583
0.9274239274519902,0.6651079999999999,0.58412
0.9528068313115762,0.659232,0.5800799999999999
0.9424325158324424,0.628992,0.5541400000000001
0.9455027362968349,0.6663640000000001,0.58284
0.9157382904728756,0.6692,0.5854
0.9457004619550101,0.6714600000000001,0.58636
0.9065151969088786,0.651036,0.5710200000000001
0.9142082944700984,0.683532,0.59368
0.9368884641912916,0.671308,0.5839799999999999
0.916886464855339,0.683228,0.59282
0.883351609073108,0.647204,0.56536
0.9201165501075456,0.6513000000000001,0.56424
0.8901403421088108,0.6830839999999999,0.5912200000000001
0.8932428637637371,0.684652,0.58766
0.8881117983709409,0.6868399999999999,0.5932
0.9128089108044589,0.7110920000000001,0.6094199999999999
0.9068394817883454,0.661844,0.57694
0.8798262137400955,0.6970839999999999,0.59794
0.8983110077773465,0.6839359999999999,0.5871000000000001
0.86504642993589,0.710152,0.60446
0.8688487879837614,0.7087559999999999,0.60106
0.8874272811261911,0.684092,0.58718
0.8677922894683067,0.677752,0.5820000000000001
0.8442839109444921,0.68112,0.58542
0.8466804407819918,0.6972160000000001,0.592
0.8540770790244958,0.7109479999999999,0.6051
0.8577052834667738,0.688316,0.5848600000000002
0.8638289041157008,0.7018600000000002,0.5940000000000001
0.8440762254256233,0.6944519999999998,0.59258
0.8661009559148471,0.717516,0.60122
0.8151509556589247,0.715932,0.6008799999999999
0.853835318963739,0.68326,0.58036
0.8363074375104296,0.728676,0.60822
0.8168220870102505,0.725104,0.6124799999999999
0.8182125194163261,0.709712,0.59808
0.839300002327448,0.7427560000000001,0.6177599999999999
0.8247891951210892,0.721368,0.6043200000000001
0.8292788777170301,0.7360279999999999,0.61154
0.8016892716854431,0.7122080000000001,0.59586
0.7896020158936705,0.6983599999999999,0.5908200000000001
0.7866796982439261,0.665632,0.5605600000000001
0.8084054138087015,0.7386440000000001,0.60944
0.8206097753742073,0.6927760000000001,0.5789199999999999
0.8048304388794715,0.705192,0.58882
0.7773088521595244,0.6791360000000001,0.5757599999999999
0.7844741917863677,0.7116399999999999,0.5927999999999999
0.7818412883372248,0.726068,0.6011599999999999
0.7781004628048667,0.727192,0.60196
0.7884813187997552,0.7085520000000001,0.5853
0.742823157733,0.737608,0.6072
0.7927139439160311,0.733096,0.60042
0.7421973717363574,0.715708,0.59212
0.8031158139434043,0.720268,0.59374
0.7457591606091849,0.747136,0.61222
0.7534105922602402,0.722488,0.59162
0.7383564617060407,0.743872,0.60978
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
