Sum_aa1,Diag_aa1,FRSD_aa1,FROZEN_aa1
0.10234999656677246,0.0947,0.0982,0.0898
0.0935,0.1016,0.0947,0.1009
0.1024,0.1031,0.1036,0.1031
0.104,0.1026,0.1042,0.101
0.1047,0.1027,0.1039,0.1015
0.1047,0.1046,0.1049,0.1012
0.1046,0.1047,0.1086,0.1035
0.1012,0.1024,0.1123,0.1049
0.0972,0.0997,0.1152,0.1056
0.0945,0.1013,0.1128,0.1043
0.092,0.1053,0.1006,0.1049
0.0911,0.1101,0.0903,0.1047
0.0943,0.1067,0.1019,0.1044
0.098,0.1029,0.1011,0.1038
0.1002,0.102,0.1008,0.1057
0.1064,0.1017,0.101,0.1033
0.1124,0.1015,0.1014,0.104
0.1188,0.1013,0.1021,0.1028
0.1241,0.1011,0.1027,0.1031
0.1314,0.1016,0.1031,0.1024
0.1423,0.1029,0.1039,0.1029
0.1512,0.1046,0.1039,0.1027
0.1618,0.1066,0.105,0.1028
0.1788,0.1108,0.1076,0.1019
0.1939,0.1126,0.1107,0.1022
0.2108,0.1121,0.1134,0.1002
0.2256,0.1128,0.1177,0.1028
0.2422,0.1146,0.1223,0.1049
0.2601,0.119,0.1272,0.1044
0.2765,0.1242,0.1335,0.1039
0.2926,0.1304,0.1371,0.1044
0.3082,0.137,0.1418,0.1033
0.3262,0.1415,0.1453,0.1042
0.3447,0.1449,0.1506,0.1032
0.3607,0.146,0.1563,0.1062
0.3765,0.1468,0.162,0.1061
0.3904,0.1463,0.167,0.1052
0.4044,0.1449,0.1744,0.1062
0.4187,0.1438,0.183,0.107
0.431,0.1421,0.1911,0.1065
0.4434,0.1405,0.2005,0.1063
0.4534,0.14,0.2064,0.1058
0.4639,0.14,0.2173,0.1072
0.4746,0.1408,0.2287,0.1068
0.4861,0.142,0.2358,0.1084
0.4956,0.144,0.2478,0.1073
0.5055,0.1464,0.2602,0.1094
0.5155,0.1484,0.2714,0.1075
0.5246,0.1518,0.282,0.1076
0.5322,0.1553,0.2961,0.1074
0.542,0.1592,0.3088,0.1096
0.5499,0.1643,0.3229,0.1078
0.5565,0.1687,0.3354,0.1103
0.5627,0.1734,0.3509,0.109
0.5679,0.1783,0.3647,0.1099
0.573,0.1833,0.3786,0.109
0.5763,0.1881,0.3908,0.1124
0.582,0.1927,0.4035,0.1088
0.5847,0.1974,0.4175,0.1106
0.5876,0.202,0.4326,0.1094
0.5912,0.2062,0.4459,0.1117
0.5959,0.2097,0.4591,0.1101
0.5996,0.2132,0.4726,0.1129
0.6031,0.2175,0.4831,0.112
0.6059,0.2227,0.493,0.112
0.6084,0.2269,0.5046,0.1106
0.6089,0.23,0.5133,0.1142
0.6121,0.2328,0.5271,0.1111
0.6143,0.2366,0.5376,0.1137
0.617,0.2406,0.5442,0.1113
0.6188,0.2441,0.5534,0.1127
0.6205,0.2486,0.5615,0.1134
0.6219,0.2549,0.5671,0.1143
0.6228,0.2615,0.5768,0.1126
0.624,0.2653,0.5816,0.1146
0.6262,0.2685,0.5895,0.1138
0.6272,0.2734,0.5961,0.1158
0.6285,0.2792,0.6007,0.1148
0.6296,0.2847,0.6058,0.1154
0.6303,0.29,0.6092,0.1136
0.6319,0.2938,0.6145,0.1145
0.6313,0.2981,0.6192,0.1152
0.6338,0.3027,0.6236,0.1166
0.6359,0.3064,0.6286,0.116
0.6372,0.3111,0.6323,0.1165
0.6387,0.3155,0.6361,0.1157
0.6406,0.3203,0.6387,0.1178
0.6426,0.325,0.6433,0.1154
0.6445,0.3289,0.646,0.1163
0.6468,0.3327,0.6487,0.115
0.6483,0.3357,0.6528,0.1166
0.6506,0.3392,0.6555,0.1177
0.6517,0.3437,0.6574,0.1183
0.6538,0.3477,0.6594,0.1185
0.6553,0.3529,0.6623,0.1176
0.6566,0.3583,0.6657,0.1175
0.6594,0.3628,0.6696,0.1196
0.66,0.3665,0.6711,0.1198
0.6618,0.3703,0.6742,0.1195
0.6631,0.3742,0.6773,0.1176
0.6646,0.3782,0.6792,0.1209
0.6666,0.3824,0.6806,0.12
0.6687,0.3852,0.6839,0.1209
0.6697,0.3886,0.686,0.1193
0.6721,0.3929,0.6877,0.1203
0.6747,0.3971,0.6884,0.1209
0.6758,0.4012,0.6909,0.1215
0.6779,0.4053,0.6926,0.1209
0.6779,0.41,0.6947,0.1219
0.6797,0.4141,0.6964,0.1208
0.6803,0.4175,0.6966,0.1225
0.6815,0.4211,0.6988,0.121
0.6819,0.4247,0.7,0.1221
0.6834,0.4285,0.7013,0.1219
0.6834,0.4321,0.7033,0.1228
0.6848,0.4349,0.7048,0.1226
0.6857,0.4393,0.7054,0.1249
0.687,0.4439,0.7067,0.1239
0.6885,0.4472,0.708,0.1255
0.6902,0.4503,0.7097,0.1244
0.6915,0.4538,0.7101,0.1259
0.6924,0.4573,0.7127,0.1249
0.693,0.4602,0.7136,0.1264
0.6944,0.4626,0.7156,0.1261
0.6956,0.4658,0.7162,0.1264
0.6975,0.4677,0.7176,0.127
0.6979,0.4704,0.7192,0.1271
0.699,0.4732,0.7195,0.1263
0.6991,0.4756,0.7217,0.1276
0.6998,0.4781,0.7225,0.1262
0.7007,0.4799,0.7237,0.1288
0.7006,0.4832,0.7248,0.129
0.7015,0.4859,0.7257,0.1296
0.7018,0.4879,0.7261,0.1294
0.7024,0.4909,0.7259,0.1301
0.7027,0.4923,0.7274,0.1306
0.7027,0.4943,0.7279,0.1311
0.703,0.4974,0.7287,0.1316
0.7039,0.4997,0.7286,0.1326
0.7052,0.5018,0.7294,0.1319
0.7054,0.5035,0.7301,0.1338
0.7058,0.5062,0.7309,0.1332
0.7056,0.5074,0.7322,0.1334
0.7052,0.5093,0.733,0.1329
0.7058,0.5108,0.733,0.135
0.7061,0.5118,0.7336,0.137
0.7059,0.5133,0.7346,0.1354
0.7064,0.5142,0.7349,0.1361
0.7073,0.515,0.7355,0.139
0.7074,0.516,0.7356,0.1367
0.7075,0.517,0.7362,0.1384
0.7076,0.5186,0.7384,0.1382
0.7082,0.5194,0.7387,0.1395
0.7088,0.5218,0.7376,0.1411
0.7092,0.5228,0.7384,0.1405
0.7097,0.5244,0.7383,0.1416
0.7106,0.5257,0.7399,0.1421
0.7107,0.527,0.7416,0.1443
0.711,0.5287,0.7415,0.1447
0.7111,0.5297,0.7432,0.145
0.7113,0.5315,0.7432,0.146
0.7115,0.5329,0.7427,0.1456
0.7114,0.5333,0.7446,0.1461
0.712,0.5336,0.7459,0.1449
0.7122,0.5348,0.7461,0.1475
0.7129,0.5356,0.7466,0.1484
0.7129,0.537,0.7472,0.1497
0.7127,0.538,0.7483,0.1492
0.7127,0.5392,0.7483,0.1503
0.7132,0.5401,0.7482,0.1506
0.7129,0.5414,0.7502,0.1493
0.7138,0.542,0.7508,0.1535
0.7135,0.5425,0.75,0.1543
0.7146,0.5424,0.7508,0.1542
0.7144,0.5435,0.7506,0.1552
0.7144,0.544,0.7521,0.1544
0.7153,0.545,0.7519,0.1543
0.7158,0.5458,0.7526,0.1564
0.7145,0.5469,0.7528,0.158
0.7155,0.5471,0.7533,0.1579
0.7153,0.5483,0.7534,0.1606
0.7161,0.5491,0.7543,0.1619
0.717,0.5498,0.7551,0.1608
0.7165,0.5503,0.7556,0.1606
0.7172,0.5506,0.7562,0.161
0.7184,0.5507,0.7573,0.1621
0.7185,0.5509,0.7571,0.1631
0.7191,0.5512,0.7577,0.1623
0.7192,0.5524,0.7584,0.1653
0.7192,0.5535,0.7583,0.1649
0.7191,0.5536,0.7594,0.1655
0.7199,0.5546,0.7597,0.1657
0.721,0.5547,0.7604,0.1667
0.7212,0.5552,0.7619,0.1679
0.7215,0.5551,0.761,0.1694
0.7215,0.555,0.7613,0.1702
0.7224,0.5554,0.7615,0.1694
0.722,0.5559,0.7615,0.1706
0.7221,0.5565,0.7615,0.1711
0.7229,0.5573,0.7624,0.1727
0.7233,0.5573,0.7629,0.1736
0.7238,0.5577,0.7631,0.1738
0.7236,0.5587,0.7619,0.1742
0.7238,0.5585,0.762,0.176
0.7244,0.5595,0.7626,0.1772
0.7245,0.5606,0.7636,0.1781
0.7249,0.561,0.7637,0.18
0.7249,0.5616,0.7648,0.1793
0.7263,0.562,0.7638,0.1771
0.7253,0.5618,0.7647,0.1803
0.7255,0.5624,0.7653,0.1806
0.7256,0.5625,0.7649,0.182
0.7272,0.5628,0.765,0.1838
0.7266,0.563,0.765,0.1838
0.7275,0.5636,0.7644,0.1842
0.7282,0.5635,0.7647,0.1864
0.7282,0.5627,0.7646,0.1884
0.7277,0.5634,0.7653,0.1874
0.7284,0.5634,0.7653,0.1878
0.7291,0.5634,0.7662,0.1902
0.7287,0.5643,0.7651,0.1909
0.7293,0.5637,0.7659,0.1925
0.7299,0.5629,0.7661,0.1921
0.7299,0.5631,0.7649,0.1961
0.7303,0.5637,0.766,0.1942
0.7304,0.5648,0.7674,0.1948
0.7318,0.5652,0.7661,0.1948
0.7318,0.5652,0.7673,0.1964
0.7321,0.5655,0.7673,0.1962
0.731,0.5654,0.7672,0.1988
0.7319,0.5659,0.7675,0.1988
0.7324,0.5658,0.7685,0.202
0.7323,0.5658,0.7678,0.201
0.7327,0.5668,0.7685,0.203
0.7333,0.5663,0.7688,0.2036
0.7333,0.5662,0.7704,0.2066
0.7343,0.5663,0.77,0.2036
0.7349,0.5663,0.7701,0.2052
0.7338,0.5665,0.7701,0.2073
0.7351,0.5666,0.7695,0.2078
0.7363,0.5663,0.7703,0.2085
0.737,0.5662,0.7698,0.2091
0.7364,0.5677,0.7698,0.2102
0.7369,0.5674,0.7703,0.2104
0.7362,0.5676,0.7703,0.2108
0.737,0.5677,0.7703,0.2149
0.7373,0.5677,0.7697,0.2139
0.7371,0.5676,0.77,0.2152
0.737,0.568,0.7696,0.217
0.7368,0.5681,0.7702,0.2175
0.7374,0.5686,0.7698,0.2188
0.7372,0.5689,0.77,0.2187
0.7378,0.5688,0.7698,0.2201
0.7373,0.5691,0.7707,0.2231
0.7394,0.5689,0.7702,0.2216
0.7382,0.5694,0.7697,0.2233
0.739,0.5695,0.7703,0.2254
0.7386,0.5698,0.7715,0.2259
0.7388,0.5703,0.7713,0.2264
0.7388,0.5703,0.7705,0.2286
0.739,0.5706,0.7703,0.2275
0.7383,0.5707,0.7706,0.23
0.7382,0.5709,0.7708,0.2317
0.7378,0.571,0.7705,0.2335
0.7378,0.5713,0.7713,0.2315
0.738,0.5709,0.7711,0.2347
0.7375,0.5709,0.7717,0.2331
0.7382,0.5707,0.7715,0.2349
0.7371,0.5711,0.7714,0.2352
0.7378,0.5714,0.7721,0.239
0.7385,0.5709,0.7711,0.2369
0.7388,0.5715,0.7716,0.2398
0.7389,0.5715,0.7717,0.2391
0.7389,0.5718,0.7709,0.2412
0.7396,0.5722,0.7715,0.2414
0.7389,0.5723,0.7707,0.2422
0.7398,0.5725,0.7709,0.2432
0.7389,0.5721,0.7717,0.2446
0.7395,0.5724,0.7716,0.2446
0.7388,0.5731,0.7714,0.2462
0.7403,0.5731,0.7714,0.2471
0.7392,0.5723,0.7714,0.2473
0.7401,0.5729,0.7713,0.2467
0.7392,0.5731,0.7708,0.2494
0.7399,0.5736,0.7695,0.2501
0.739,0.5742,0.7712,0.25
0.7404,0.5743,0.7707,0.2511
0.7402,0.5748,0.7707,0.2553
0.7413,0.5752,0.7708,0.2529
0.7396,0.5757,0.7709,0.2573
0.7408,0.5763,0.7707,0.2567
0.7402,0.5758,0.7714,0.2544
0.7415,0.5762,0.7717,0.2555
0.7404,0.5772,0.7718,0.2608
0.7413,0.578,0.7718,0.2579
0.7404,0.5782,0.7712,0.2594
0.7416,0.5788,0.7714,0.2616
0.7409,0.5792,0.7721,0.2607
0.7417,0.5796,0.7722,0.2601
0.741,0.5798,0.7724,0.264
0.7407,0.0,0.0,0.0
